id,institution,title,job_category,position_type,institution_type,aos,aoc,location,state,country,city,workload,vacancies,deadline,start_date,posted_date,status,url,scraped_date
31229,"Department of Philosophy and Institute for Logic, Language and Computation, University of Amsterdam",Postdoctoral Researcher in Philosophical Logic (Propositions),Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,Philosophical Logic,Philosophical Logic,"Amsterdam, Netherlands",,Netherlands,Amsterdam,Full time,1,"April 27, 2026, 11:59pm CET",1st September 2026 (preferred),"Today, 2:04pm UTC",active,https://philjobs.org/job/show/31229,2026-03-30T14:57:06.953683
31225,"Department of Philosophy and Institute for Logic, Language and Computation, University of Amsterdam",Two PhD positions in Philosophical Logic,Graduate fellowship / Fixed term,Other,Research University,Philosophical Logic,Philosophical Logic,"Amsterdam, Netherlands",,Netherlands,Amsterdam,Full time,2,"April 27, 2026, 11:59pm CET",1st September 2026 (preferred),"Today, 2:02pm UTC",active,https://philjobs.org/job/show/31225,2026-03-30T14:57:07.667419
31221,"Department of History, Cultures, & Ideas, Utah State University",Postdoctoral Teaching Fellow,Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,Open,Open,"Logan, Utah, United States",UT,United States,Logan,Full time,1,"April 10, 2026, 11:59pm MST",August 2026,"Today, 1:59pm UTC",active,https://philjobs.org/job/show/31221,2026-03-30T14:57:08.324795
31217,"Heider College of Business: Management & Marketing, Creighton University",Visiting Professor of Business Ethics and Business Law,Visiting fellowship / Professorship / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Teaching College,"Applied Ethics, Business Ethics, Ethics","Applied Ethics, Business Ethics, Ethics","Omaha, Nebraska, United States",NE,United States,Omaha,Full time,1,No deadline specified (applications considered on an ongoing basis),Fall 2026,"Today, 1:58pm UTC",active,https://philjobs.org/job/show/31217,2026-03-30T14:57:08.969413
31181,University of California San Diego,Lecturer in Political Science,Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,Political Science,Open,"La Jolla, California, United States",CA,United States,La Jolla,Full time,1,"March 24, 2027, 11:59pm PST",,"March 27, 2026, 3:58pm UTC",active,https://philjobs.org/job/show/31181,2026-03-30T14:57:09.665323
31213,"Advanced Institute of Humanities and Social Sciences, University of Electronic Science and Technology of Chinanot BA-granting",Tenure-Track Associate Professor/ Tenured Associate Professor/ Professor,Faculty (open rank) / Tenure-track or similar,Tenured / Continuing / Permanent,Research University,"Open but Applied Ethics (Bioethics, AI Ethics, Ethics of Biotechnology), Philosophy of Logic, Philosophy of Science and Histrory of Science and Technology preferred",Open,"Chengdu, Sichuan, China",,China,Chengdu,Full time,10,No deadline specified (applications considered on an ongoing basis),,"March 27, 2026, 3:52pm UTC",active,https://philjobs.org/job/show/31213,2026-03-30T14:57:10.382574
31193,"Department of Philosophy, University of Iceland",Postdoctoral fellowships,Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,Social epistemology and/or philosophy of science,Social epistemology and/or philosophy of science,"Reykjavík, Capital Region, Iceland",,Iceland,Reykjavík,Full time,2,"April 30, 2026, 11:59pm GMT","The expected start date is September 1, 2026, although the exact date is negotiable.","March 26, 2026, 8:38pm UTC",active,https://philjobs.org/job/show/31193,2026-03-30T14:57:11.100977
31189,"Department of Philosophy, University of Iceland",Postdoctoral fellowships,Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,Social epistemology and/or philosophy of science,Social epistemology and/or philosophy of science,"Reykjavík, Capital Region, Iceland",,Iceland,Reykjavík,Full time,2,"April 30, 2026, 11:59pm GMT","The expected start date is September 1, 2026, although the exact date is negotiable.","March 26, 2026, 8:38pm UTC",active,https://philjobs.org/job/show/31189,2026-03-30T14:57:11.872168
31185,"School of Historical and Philosophical Studies, University of Melbourne",Two funded PhD Positions,Graduate fellowship / Fixed term,Other,Research University,"Metaphysics, Philosophy of Science, Philosophy of AI",Open,"Parkville, Victoria, Australia",,Australia,Parkville,Full time,2,"October 15, 2026, 11:59pm +10:00",Jan-Mar 2027,"March 26, 2026, 8:29pm UTC",active,https://philjobs.org/job/show/31185,2026-03-30T14:57:12.511998
31169,"Christ Church, Oxford",Career Development Fellowship in Philosophy,Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,"Science, Logic and Mathematics","Science, Logic and Mathematics","Oxford, England, United Kingdom",,United Kingdom,Oxford,Full time,1,"May 1, 2026, 12:00pm BST",1 October 2026,"March 25, 2026, 3:51pm UTC",active,https://philjobs.org/job/show/31169,2026-03-30T14:57:13.131335
31177,"Department of Philosophy, Florida State University",Dean's Postdoctoral Scholar,Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,"Philosophy of Mind, Philosophy of Cognitive Science, or Epistemology",Open,"151 Dodd Hall, Tallahassee, Florida, United States",FL,United States,151 Dodd Hall,Full time,1,"April 24, 2026, 11:59pm EST",August 2026,"March 24, 2026, 9:19pm UTC",active,https://philjobs.org/job/show/31177,2026-03-30T14:57:15.439962
31173,"Department of Social Sciences, Queensborough Community College (CUNY)not BA-granting",Assistant Professor of Philosophy,Junior faculty / Tenure-track or similar,Tenure-Track,Teaching College,Philosophy,A doctorate in Philosophy from a regionally accredited institution is required.,"Bayside, New York, United States",NY,United States,Bayside,Full time,1,"April 7, 2026, 11:59pm EST","August 26, 2026","March 24, 2026, 9:18pm UTC",active,https://philjobs.org/job/show/31173,2026-03-30T14:57:16.112683
31165,"Department of Philosophy and Religious Studies, University of Macau",Assistant or Associate Professor of Philosophy,Faculty (open rank) / Tenure-track or similar,Tenure-Track,Research University,Philosophy of Science or History of Western Philosophy,Open,"Macau, Macau, Macao",,Macao,Macau,Full time,1,No deadline specified (applications considered on an ongoing basis),August 2026,"March 24, 2026, 9:09pm UTC",active,https://philjobs.org/job/show/31165,2026-03-30T14:57:16.851842
31161,"School of Civic Leadership, University of Texas at Austin",Great Books (Associate/Full Professor),Senior faculty / Tenure-track or similar,Tenured / Continuing / Permanent,Research University,"political thought, philosophy, literature, religious studies, and the liberal arts broadly",Open,"Austin, Texas, United States",TX,United States,Austin,Full time,4,No deadline specified (applications considered on an ongoing basis),Fall 2026,"March 23, 2026, 4:23pm UTC",active,https://philjobs.org/job/show/31161,2026-03-30T14:57:17.488551
31281,"Philosophy and Classics , University of Texas at San Antonio",Assistant or Associate Professor of Instruction,"Junior faculty / Tenured, continuing or permanent",Tenured / Continuing / Permanent,Research University,Open,Open,"San Antonio, Texas, United States",TX,United States,San Antonio,Full time,1,No deadline specified (applications considered on an ongoing basis),August 2026,"April 3, 2026, 3:52pm UTC",active,https://philjobs.org/job/show/31281,2026-04-06T14:40:33.016157
31273,"Department of Philosophy and Ethics, Eindhoven University of Technology",Postdoc in Ethics of Technology: Innovating Methods for the Ethics of Socially Disruptive Technologies,Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,"Ethics (e.g., ethics of technology, metaethics)",Open,"Eindhoven, North Brabant, Netherlands",,Netherlands,Eindhoven,Full time,1,"May 10, 2026, 11:59pm CET","September 1, 2026","April 3, 2026, 3:51pm UTC",active,https://philjobs.org/job/show/31273,2026-04-06T14:40:33.853373
31269,"Philosophy, CNRS, Archives Poincaré","Doctoral position, M/F, Philosophy of Science, Nancy, France. Explanatory progress and degrees of understanding",Graduate fellowship / Fixed term,Other,Research University,Philosophy of science,philosophy of science (with cases/examples preferrably in physics),"Nancy, Lorraine, France",,France,Nancy,Part time,1,"April 24, 2026, 11:59pm CET","September 1, 2026 (but may be flexible)","April 3, 2026, 3:50pm UTC",active,https://philjobs.org/job/show/31269,2026-04-06T14:40:34.572583
31265,Intellectual Virtues Academynot BA-granting,High School Administrator for Intellectual Virtues based High School,"Administration (non-academic) / Tenured, continuing or permanent",Other,Other,Open,Open,"Long Beach, California, United States",CA,United States,Long Beach,Full time,1,"April 12, 2026, 11:59pm PST",As early as May 2026,"April 3, 2026, 3:45pm UTC",active,https://philjobs.org/job/show/31265,2026-04-06T14:40:35.390244
31261,"Department of Political Science and Philosophy, University of Missouri, Kansas City",Assistant Teaching Professor (Non-Tenure Track),"Junior faculty / Tenured, continuing or permanent",Tenured / Continuing / Permanent,Research University,"Emphases on ethics, civic engagement, and general education are welcome",Open,"Kansas City, Missouri, United States",KS,United States,Kansas City,Full time,1,No deadline specified (applications considered on an ongoing basis),August 2026,"April 3, 2026, 3:41pm UTC",active,https://philjobs.org/job/show/31261,2026-04-06T14:40:36.105738
31249,"Department of Philosophy, Fordham University",Postdoctoral Teaching Fellow,Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,Open,Open,"New York City, New York, United States",NY,United States,New York City,Full time,3,"May 1, 2026, 11:59pm EST",Fall 2026,"April 3, 2026, 3:36pm UTC",active,https://philjobs.org/job/show/31249,2026-04-06T14:40:36.893655
31197,Baruch College,Assistant Professor - Jewish Studies,Junior faculty / Fixed term,Tenure-Track,Teaching College,Open,"Jewish philosophy; Jewish- British, Anglophone, or American literature; research in contemporary Jewish experience","New York City, New York, United States",NY,United States,New York City,Full time,1,No deadline specified (applications considered on an ongoing basis),,"April 3, 2026, 3:35pm UTC",active,https://philjobs.org/job/show/31197,2026-04-06T14:40:37.697290
31245,"Department of Philosophy, Texas Tech University",Visiting Assistant Professor or Lecturer,Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,Open,Open,"Lubbock, Texas, United States",TX,United States,Lubbock,Full time,2,No deadline specified (applications considered on an ongoing basis),"August 16, 2026","March 31, 2026, 8:24pm UTC",active,https://philjobs.org/job/show/31245,2026-04-06T14:40:38.418545
31241,"Department of Philosophy, The Ohio State University",Post Doctoral Scholar - AI in Arts & Humanities,Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,Philosophy and AI Ethics,Open,"Columbus, Ohio, United States",OH,United States,Columbus,Full time,1,"April 30, 2026, 11:59pm EST",August 2026,"March 31, 2026, 8:23pm UTC",active,https://philjobs.org/job/show/31241,2026-04-06T14:40:39.135851
31237,"Department of Philosophy, Auburn University",Postdoctoral Teaching Fellowship,Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,Aesthetics,Open,"Auburn, Alabama, United States",AL,United States,Auburn,Full time,2,"April 15, 2026, 11:59pm CST","August 16, 2026","March 31, 2026, 8:22pm UTC",active,https://philjobs.org/job/show/31237,2026-04-06T14:40:39.845957
31257,"School of Philos Anthro & Film Studies, University of St. Andrews",AR3263,Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,Open,Open,"St. Andrews, Scotland, United Kingdom",,United Kingdom,St. Andrews,Full time,1,"May 15, 2026, 11:59pm BST",1 January 2027,"April 9, 2026, 8:33pm UTC",active,https://philjobs.org/job/show/31257,2026-04-13T15:09:15.664178
31293,"Department of Philosophy, Grand Valley State University",Visiting Assistant Professor of Philosophy,Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Teaching College,Open,Open,"Allendale, Michigan, United States",MI,United States,Allendale,Full time,1,No deadline specified (applications considered on an ongoing basis),"August 6, 2026","April 8, 2026, 8:45pm UTC",active,https://philjobs.org/job/show/31293,2026-04-13T15:09:16.308612
31253,Kansas State University/Dept of Philosophy,Visiting Assistant Professor,Visiting fellowship / Professorship / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,Open,Open,"Manhattan, Kansas, United States",KS,United States,Manhattan,Full time,2,"April 20, 2026, 11:55pm CST","August 16, 2026","April 8, 2026, 8:34pm UTC",active,https://philjobs.org/job/show/31253,2026-04-13T15:09:16.948299
31289,"Department of Philosophy, The Ohio State University",Visiting Assistant Professor,Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,"History of philosophy, with a preference for ancient or medieval",Ancient Philosophy,"Columbus, Ohio, United States",OH,United States,Columbus,Full time,1,No deadline specified (applications considered on an ongoing basis),August 2026,"April 7, 2026, 8:52pm UTC",active,https://philjobs.org/job/show/31289,2026-04-13T15:09:17.562541
31285,"Philosophy, Politics and Economics Program, University of Pennsylvania","Postdoctoral Fellowship in Philosophy, Politics and Economics",Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,Open,"collective action and cooperation, the design and evaluation of policy interventions, social norms and institutions, trust and social capital, or the philosophical foundations of behavioral and social scientific inquiry","Philadelphia, Pennsylvania, United States",PA,United States,Philadelphia,Full time,1,No deadline specified (applications considered on an ongoing basis),Fall 2026,"April 7, 2026, 8:49pm UTC",active,https://philjobs.org/job/show/31285,2026-04-13T15:09:18.204519
31385,"Faculty of Arts, the University of Hong Kong",Postdoctoral Fellow in Faculty of Arts,Postdoc or similar / Contract type open,Postdoc / Fellowship,Research University,"Philosophy of AI or a neighbouring area (e.g., philosophy of mind, philosophy of language, epistemology, ethics of AI, or philosophy of technology).",Open,"Hong Kong, Hong Kong",,Hong Kong,Hong Kong,Full time,1,No deadline specified (applications considered on an ongoing basis),,"April 24, 2026, 9:21pm UTC",active,https://philjobs.org/job/show/31385,2026-04-27T15:29:28.258106
31381,"Department of Philosophy and Religious Studies, University of Wisconsin Eau Claire",Lecturer,Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Teaching College,Open,"Ethical Theory, Philosophy of Science, Symbolic Logic, PPE","Eau Claire, Wisconsin, United States",WI,United States,Eau Claire,Part time,1,No deadline specified (applications considered on an ongoing basis),"August 17, 2026","April 22, 2026, 9:36pm UTC",active,https://philjobs.org/job/show/31381,2026-04-27T15:29:29.084045
31377,"Department of Philosophy, Virginia Tech",Instructor,Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,Open,Open,"Blacksburg, Virginia, United States",VA,United States,Blacksburg,Full time,1,"May 24, 2026, 12:00pm EST","August 10, 2026","April 22, 2026, 9:35pm UTC",active,https://philjobs.org/job/show/31377,2026-04-27T15:29:29.777870
31373,"Department of Philosophy, Virginia Tech",Visiting Assistant Professor,Visiting fellowship / Professorship / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,Value Theory (broadly construed),Open,"Blacksburg, Virginia, United States",VA,United States,Blacksburg,Full time,1,"May 24, 2026, 12:00pm EST","August 10, 2026","April 22, 2026, 9:32pm UTC",active,https://philjobs.org/job/show/31373,2026-04-27T15:29:30.464882
31369,"Department of Philosophy I, Ruhr University Bochum",2 PhD Positions in History and Philosophy of Science,Graduate fellowship / Fixed term,Postdoc / Fellowship,Research University,History and Philosophy of Science,Open,"Bochum, North Rhine-Westphalia, Germany",,Germany,Bochum,Full time,2,"May 25, 2026, 11:59pm CET",September 2026 (negotiable),"April 22, 2026, 9:31pm UTC",active,https://philjobs.org/job/show/31369,2026-04-27T15:29:31.283980
31365,"Department of Philosophy, Tufts University",Part-time Lecturer,Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,Open,Introduction to Philosophy,"West Somerville, Massachusetts, United States",MA,United States,West Somerville,Part time,1,"May 15, 2026, 11:59pm EST",9/1/2026,"April 22, 2026, 9:31pm UTC",active,https://philjobs.org/job/show/31365,2026-04-27T15:29:32.089991
31361,"Department of Philosophy I, Ruhr University Bochum","1 Postdoc Position, History and Philosophy of Science, Digital Humanities",Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,"History of Science, Digital Humanties",History and Philosophy of Science and/or Digital Humanities,"Bochum, North Rhine-Westphalia, Germany",,Germany,Bochum,Full time,1,"May 25, 2026, 11:59pm CET",September 2026 (negotiable),"April 22, 2026, 9:31pm UTC",active,https://philjobs.org/job/show/31361,2026-04-27T15:29:32.782325
31345,"Minnesota Center for Philosophy of Science, University of Minnestoa",Post-Doctoral Associate,Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,Open,Open,"Minneapolis, Minnesota, United States",MN,United States,Minneapolis,Full time,1,"May 29, 2026, 11:59pm EST",September 1 2026 or as soon as possible thereafter,"April 21, 2026, 8:56pm UTC",active,https://philjobs.org/job/show/31345,2026-04-27T15:29:33.607465
31349,"Department of Philosophy and Ethics, Eindhoven University of Technology",Postdoc in Meta-science,Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,"meta-science, science of science, science and technology studies (STS), psychology, sociology, research methodology/statistics, philosophy of science, information science, or a related discipline","Methodological expertise in at least one—and preferably several—of the following: policy analysis, survey research, quantitative analysis, scientometrics, stakeholder co-creation.","Eindhoven, North Brabant, Netherlands",,Netherlands,Eindhoven,Full time,1,"May 15, 2026, 11:59pm CET",,"April 21, 2026, 6:47pm UTC",active,https://philjobs.org/job/show/31349,2026-04-27T15:29:34.429307
31341,"Department of Philosophy, University of Exeter",Postdoctoral Research Associate/Fellow,Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,Open,Open,"Exeter, England, United Kingdom",,United Kingdom,Exeter,Full time,1,"May 13, 2026, 11:59pm BST",September 2026,"April 21, 2026, 6:30pm UTC",active,https://philjobs.org/job/show/31341,2026-04-27T15:29:35.243864
31325,Adelphi University,Dissertation Fellow,Graduate fellowship / Fixed term,Postdoc / Fellowship,Research University,Open,Open,"Garden City, New York, United States",NY,United States,Garden City,Full time,1,"April 30, 2026, 11:59pm EST",,"April 21, 2026, 3:27pm UTC",active,https://philjobs.org/job/show/31325,2026-04-27T15:29:35.919917
31333,"Philosophy, Widener University, Chester, PA",Visiting Assistant Teaching Professor of Philosophy,Visiting fellowship / Professorship / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Teaching College,Open,Open,"Chester, Pennsylvania, Pennsylvania, United States",PA,United States,Chester,Full time,1,No deadline specified (applications considered on an ongoing basis),"August 17, 2026","April 21, 2026, 3:26pm UTC",active,https://philjobs.org/job/show/31333,2026-04-27T15:29:36.742265
31321,"Department of Philosophy, University of Tartu",3 Fully-Funded Junior Research Fellowships (Doctoral positions),Graduate fellowship / Fixed term,Other,Research University,Open,Open,"Tartu, Tartumaa, Estonia",,Estonia,Tartu,Full time,3,"May 15, 2026, 11:59pm +03:00",September 2026,"April 17, 2026, 3:21pm UTC",active,https://philjobs.org/job/show/31321,2026-04-27T15:29:37.538579
31317,"Department of Philosophy, McMaster University",Assistant Professor (Contractually Limited Appointment),Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,Open,"Ethics, Applied Ethics","Dundas, Ontario, Canada",,Canada,Dundas,Full time,1,"May 4, 2026, 11:59pm EST","July 1, 2026","April 17, 2026, 3:21pm UTC",active,https://philjobs.org/job/show/31317,2026-04-27T15:29:38.218085
31313,"Center for Public Engagement with Science, University of Cincinnati","Postdoctoral Fellow, Center for Public Engagement with Science",Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,Open,Open,"Clifton Heights, Ohio, United States",OH,United States,Clifton Heights,Full time,1,No deadline specified (applications considered on an ongoing basis),August 2026 (flexible),"April 17, 2026, 3:21pm UTC",active,https://philjobs.org/job/show/31313,2026-04-27T15:29:38.904120
31305,"Discipline of Philosophy, UWA India",Assistant Professor / Senior Assistant Professor - Philosophy,"Junior faculty / Tenured, continuing or permanent",Tenured / Continuing / Permanent,Research University,Open,Open,"Mumbai, Mahārāshtra, India",,India,Mumbai,Full time,2,"April 30, 2026, 11:55pm IST",,"April 17, 2026, 3:20pm UTC",active,https://philjobs.org/job/show/31305,2026-04-27T15:29:39.727968
31277,University of South Dakota,Assistant Professor of Philosophy,Junior faculty / Tenure-track or similar,Tenure-Track,Research University,Biomedical ethics,Open,"Vermillion, South Dakota, United States",SD,United States,Vermillion,Full time,1,No deadline specified (applications considered on an ongoing basis),,"April 17, 2026, 3:20pm UTC",active,https://philjobs.org/job/show/31277,2026-04-27T15:29:40.518513
31309,"Department of Philosophy, Indiana University South Bend",Visiting Lecturer,Visiting fellowship / Professorship / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Teaching College,Open,Ethics and Critical Thinking,"South Bend, Indiana, United States",IN,United States,South Bend,Full time,1,No deadline specified (applications considered on an ongoing basis),"August 1, 2026","April 14, 2026, 3:49pm UTC",active,https://philjobs.org/job/show/31309,2026-04-27T15:29:41.193630
31301,"Department of Philosophy, University of Georgia",Associate or Full Professor of Philosophy with Leadership of the UGA Ethics Hub,"Senior faculty / Tenured, continuing or permanent",Tenured / Continuing / Permanent,Research University,Ethics,We have a strong interest in a candidate with an AOC in applied or practical ethics,"Athens, Georgia, United States",GA,United States,Athens,Full time,1,"June 13, 2026, 11:59pm EST","August 1, 2026","April 14, 2026, 3:41pm UTC",active,https://philjobs.org/job/show/31301,2026-04-27T15:29:41.883193
31297,"Department of Philosophy, University of Kentucky",Lecturer,Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,Open,Open,"Lexington, Kentucky, United States",KY,United States,Lexington,Full time,1,"Yesterday, 11:59pm EST","August 1, 2026","April 14, 2026, 3:18pm UTC",active,https://philjobs.org/job/show/31297,2026-04-27T15:29:42.582929
31429,"Department of Classics, University of Toronto",Postdoctoral Fellowship (2-year),Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,Ancient (Post-Classical) Greek and Roman Philosophy,Open,"Toronto, Ontario, Canada",,Canada,Toronto,Full time,1,"June 25, 2026, 11:59pm EST","September 1, 2026","Today, 2:22pm UTC",active,https://philjobs.org/job/show/31429,2026-05-04T15:54:56.475705
31425,"Centre Gilles Gaston Granger, Université Aix-Marseille",PhD Position (3+1 years) in Philosophy of Physics,Graduate fellowship / Fixed term,Other,Research University,"Philosophy of Physics, Metaphysics, Philosophy of Science",Open,"Maison de la Recherche, 29, avenue Robert Schuman, Aix-en-Provence, France",,France,Maison de la Recherche,Full time,1,"May 20, 2026, 11:59pm CET",September/October 2026 (flexible),"Today, 2:21pm UTC",active,https://philjobs.org/job/show/31425,2026-05-04T15:54:57.271435
31413,University of Texas Rio Grande Valley,Lecturer in Philosophy/College of Liberal Arts,Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,Open,Open,"Edinburg, Texas, United States",TX,United States,Edinburg,Full time,1,No deadline specified (applications considered on an ongoing basis),09/01/2026,"Today, 2:20pm UTC",active,https://philjobs.org/job/show/31413,2026-05-04T15:54:58.243718
31337,"Department of Philosophy, Universität des Saarlandes","Professorship ""Ethics of AI“",Senior faculty / Tenure-track or similar,Tenure-Track,Research University,Philosophy and Ethics of AI,Open,"Saarbrücken, Saarland, Germany",,Germany,Saarbrücken,Full time,1,"May 28, 2026, 11:59pm CET",,"Today, 2:19pm UTC",active,https://philjobs.org/job/show/31337,2026-05-04T15:54:59.041596
31421,"College of Arts and Sciences, University of Cincinnati",Postdoctoral Fellow in AI Ethics,Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,AI Ethics,Open,"Cincinnati, Ohio, United States",OH,United States,Cincinnati,Full time,1,No deadline specified (applications considered on an ongoing basis),August 2026,"May 1, 2026, 8:23pm UTC",active,https://philjobs.org/job/show/31421,2026-05-04T15:55:00.358231
31417,"Department of Philosophy, University of Toronto",https://jobs.utoronto.ca/job/Toronto-Assistant-Professor%2C-Teaching-Stream-CLTA-Logic-ON/602039517/,Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,Logic,Logic,"Toronto, Ontario, Canada",,Canada,Toronto,Full time,1,"June 4, 2026, 11:59pm EST","August 1, 2026","April 30, 2026, 9:04pm UTC",active,https://philjobs.org/job/show/31417,2026-05-04T15:55:01.155433
31401,"Department of Philosophy, the University of Hong Kong",Professor/Associate Professor on tenure terms or tenure-track Assistant Professor in Philosophy,Faculty (open rank) / Tenure-track or similar,Tenure-Track,Research University,"Ethics of AI, Philosophy","Ethics of AI, Philosophy","Hong Kong, The University of Hong Kong, Hong Kong",,Hong Kong,Hong Kong,Full time,1,"June 30, 2026, 12:00am HKT",,"April 29, 2026, 6:27pm UTC",active,https://philjobs.org/job/show/31401,2026-05-04T15:55:01.952985
31405,"Philosophy Postdoctoral Research Station, Fudan University",Application for Postdoctoral Fellowship,Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,Open to all areas of philosophy,Open to all areas of philosophy,"Shanghai, Shanghai Shi, China",,China,Shanghai,Full time,4,No deadline specified (applications considered on an ongoing basis),Year-round,"April 29, 2026, 6:24pm UTC",active,https://philjobs.org/job/show/31405,2026-05-04T15:55:02.742654
31409,"Department of Philosophy, Université de Fribourg",Full Professor,"Senior faculty / Tenured, continuing or permanent",Tenured / Continuing / Permanent,Research University,Modern and Contemporary Philosophy,Modern and Contemporary Philosophy,"Fribourg, Fribourg, Switzerland",,Switzerland,Fribourg,Part time,1,"June 28, 2026, 11:59pm CET",,"April 29, 2026, 6:05pm UTC",active,https://philjobs.org/job/show/31409,2026-05-04T15:55:03.707363
31389,"Department of Philosophy and Ethics, Eindhoven University of Technology",Lecturer,"Junior faculty / Tenured, continuing or permanent",Tenured / Continuing / Permanent,Research University,Open,"Applied ethics, ethics of technology","Eindhoven, North Brabant, Netherlands",,Netherlands,Eindhoven,Full time,1,"May 18, 2026, 11:59pm CET","Desired start date September 1, 2026","April 28, 2026, 7:55pm UTC",active,https://philjobs.org/job/show/31389,2026-05-04T15:55:04.595074
31393,"Department of Philosophy, University of Hong Kong",Assistant Lecturer,Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,"Open, but see ad for preferred teaching competencies",Open,"Hong Kong, Hong Kong",,Hong Kong,Hong Kong,Full time,2,No deadline specified (applications considered on an ongoing basis),"July 2026, or by mutual agreement","April 28, 2026, 7:52pm UTC",active,https://philjobs.org/job/show/31393,2026-05-04T15:55:05.543644
31397,"Faculty of Philosophy in association with Pembroke College, University of Oxford",Departmental Lecturer in Philosophy of Physics,Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,Philosophy of Physics,"Philosophy of Physics, Theoretical Philosophy","Oxford, England, United Kingdom",,United Kingdom,Oxford,Full time,1,"May 18, 2026, 12:00pm BST",,"April 28, 2026, 7:50pm UTC",active,https://philjobs.org/job/show/31397,2026-05-04T15:55:06.245973
31445,University of Texas Rio Grande Valley,Lecturer in Philosophy/College of Liberal Arts,Junior faculty / Fixed term,Visiting / Adjunct / Lecturer (Fixed-Term),Research University,Open,Open,"Edinburg, Texas, United States",TX,United States,Edinburg,Full time,1,"July 27, 2026, 11:59pm CST",09/01/2026,"May 8, 2026, 4:04pm UTC",active,https://philjobs.org/job/show/31445,2026-05-11T16:25:02.669378
31449,"Philosophy, Purdue University",Postdoctoral Research Assistant in Social Ontology,Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,"Social Ontology, Philosophy of Economics",Open,"West Lafayette, Indiana, United States",IN,United States,West Lafayette,Full time,1,No deadline specified (applications considered on an ongoing basis),"June 1st, 2026","May 8, 2026, 3:53pm UTC",active,https://philjobs.org/job/show/31449,2026-05-11T16:25:03.324599
31441,"Department of Philosophy and Religious Studies, Norwegian University of Science and Technology",Fully funded PhD fellowship (3 years) in metaphysics of physics,Graduate fellowship / Fixed term,Other,Research University,"Philosophy of physics, Philosophy of science, or Metaphysics.",Open,"Trondheim, Sør-Trøndelag, Norway",,Norway,Trondheim,Full time,1,"June 5, 2026, 11:59pm CET","No later than October 1, 2026","May 6, 2026, 8:45pm UTC",active,https://philjobs.org/job/show/31441,2026-05-11T16:25:03.993260
31433,"Magdalen College, Oxford",Postdoctoral Researcher:  The Ethics of Social Punishment,Postdoc or similar / Fixed term,Postdoc / Fellowship,Research University,"Political theory, Philosophy, or a closely related subject","Political theory, Philosophy, or a closely related subject","Oxford, England, United Kingdom",,United Kingdom,Oxford,Full time,1,"June 1, 2026, 11:59pm BST",01 October 2026 or as soon as possible thereafter,"May 5, 2026, 8:57pm UTC",active,https://philjobs.org/job/show/31433,2026-05-11T16:25:04.603737
